METERID,LON,LAT
1433874,-73.9678519829,40.7578206745
5013002,-74.1358963682,40.634169752
5023006,-74.0777535539,40.6375160925
5063025,-74.1034112197,40.6155709037
5023008,-74.0780248727,40.6372743715
5023014,-74.0761784568,40.6395072037
5023028,-74.0783467172,40.6448305813
5033004,-74.0771376718,40.6270897291
5013023,-74.136014622,40.6342232211
5023059,-74.0800216969,40.6376887689
5033006,-74.0783354422,40.6270924736
5043007,-74.1104661138,40.6297627718
5043027,-74.1033907569,40.630899475
5043036,-74.1123932611,40.6295032103
5043059,-74.1158400495,40.6347580323
5053012,-74.08739606,40.5857700239
5053297,-74.1143072768,40.572570509
5053292,-74.1157994273,40.5733517062
5053329,-74.1468456501,40.5414988376
5053276,-74.1159499251,40.5747628999
5053344,-74.1646858001,40.5435956921
5053333,-74.1272311041,40.5645984727
5063014,-74.1219343228,40.6131718813
5063006,-74.1237148606,40.6129547161
5063012,-74.1214325333,40.6129197567
2313017,-73.8300343931,40.8512059856
2313020,-73.831475469,40.8482646714
2043026,-73.9180588459,40.8404963361
2013108,-73.8917166282,40.8644380806
2013124,-73.883379672,40.8582659176
3013003,-73.9949614007,40.6903191317
3413083,-73.9629727891,40.6138309973
2203051,-73.8810622626,40.8287395962
2262732,-73.8981776614,40.8907587431
2262745,-73.9012478816,40.887001001
2262724,-73.8987496789,40.8881597182
2262728,-73.8965878314,40.8940691701
2173012,-73.860561487,40.8339870751
2173037,-73.854703864,40.8424102977
2313044,-73.8309754222,40.8475575287
3033025,-73.9129306978,40.6692963187
3033045,-73.9104723666,40.6689090524
3043027,-73.9582486644,40.6477738178
2233010,-73.8683159064,40.8651786462
2233039,-73.8675004447,40.8649923368
3043128,-73.9611590886,40.661772427
3043043,-73.9565105972,40.641262963
3043125,-73.9604848995,40.6598960667
2323223,-73.8526856923,40.8521520064
2313049,-73.8309053701,40.8454371726
2323249,-73.8445987853,40.8471518259
2323225,-73.8534888174,40.8531857167
2353005,-73.9265591428,40.8198297832
2233042,-73.8671795643,40.8668231525
2243144,-73.9174857472,40.8787018197
2243156,-73.9040836837,40.9073308939
2243158,-73.9014095847,40.9051646917
2293036,-73.8444751613,40.8697529452
3043150,-73.9472580758,40.6267964756
2253162,-73.8883926073,40.8727580805
2253208,-73.8968924732,40.8672033507
3123069,-73.9994715393,40.6588780568
4061123,-73.8331330929,40.7551348188
4061128,-73.8291617852,40.7578134228
3123106,-74.0023355146,40.6425361947
3091415,-74.0289114487,40.6221935502
4063001,-73.8316401194,40.7586535584
3113034,-73.985574795,40.6410545175
3113003,-73.9867729517,40.6402564978
3113058,-73.9894833236,40.6371324498
3123032,-74.0129971295,40.6426237663
3123042,-74.0105943424,40.6443066733
3179372,-73.9752912538,40.6748235335
3131550,-73.9771472427,40.6259493186
3149804,-73.9855500654,40.669713195
4033009,-73.80910227,40.700981116
4033060,-73.7910239307,40.7066989831
4072252,-73.9169626364,40.7647555979
4122295,-73.8880228403,40.747143737
4072182,-73.9194696652,40.7560901251
4072188,-73.9211635721,40.7568820505
4122317,-73.8796445356,40.7479219231
4122365,-73.8765022431,40.7488259828
4122371,-73.8783475176,40.7484986924
4122374,-73.8796700013,40.7500013499
4093003,-73.9098208166,40.7008203792
4122401,-73.8871037219,40.7491946791
4122433,-73.8900579286,40.747362111
1348086,-73.952132997,40.7930121457
4152049,-73.9393092187,40.7481377472
1218202,-73.9695152886,40.7980585324
4152051,-73.9417967887,40.7474582842
4153001,-73.9279733711,40.7474406971
4152093,-73.9407516617,40.7512379595
4152104,-73.9416215867,40.7510202633
1403143,-73.9924748026,40.7686399037
1403081,-73.9861925632,40.7682114695
1453301,-73.9965977363,40.7378763357
1403114,-73.9914447151,40.7649873066
1403126,-73.9883702549,40.7695407107
1453049,-73.992220398,40.740924644
1453156,-73.9855914756,40.7351696688
1453240,-73.9839620838,40.7379090464
1453277,-73.9899404739,40.73883316
1433436,-73.9723782507,40.7556394151
1403102,-73.9948309363,40.7606770023
1453025,-73.986541032,40.739344066
1453145,-73.9890744798,40.7374018226
1453194,-73.9879043094,40.7344410774
1433766,-73.9746490015,40.7593031665
1453127,-73.9960777777,40.7402537631
1353028,-74.0035307285,40.7441483468
1443212,-73.9831510906,40.7469215491
1443591,-73.9950261103,40.7439311724
1443952,-73.9861669756,40.7548867802
1243056,-74.0024911765,40.7196926636
1403085,-73.987904329,40.7687467087
1443387,-73.9970935618,40.7504782582
1443440,-73.9912797841,40.7472226153
1443708,-73.9809799795,40.7416090435
1433014,-73.9797897162,40.7580428846
1433137,-73.9843790275,40.7575266355
1433376,-73.9820785996,40.7597114981
1433891,-73.9722293217,40.7630610372
1243093,-73.9964959705,40.7203143707
1353012,-74.0028302688,40.7442305563
1323050,-74.0064632002,40.7320530164
1463016,-74.0063854132,40.7391887481
1442541,-73.9769475571,40.7493880201
1443086,-73.9918288809,40.7540435114
1443194,-73.9925870521,40.752631479
1443253,-73.9766430519,40.7479564169
1443400,-73.988041046,40.7466648202
1443453,-73.9957802047,40.7482003551
1443506,-73.9898504726,40.7450011829
1443558,-73.9930292793,40.7446209173
1443688,-73.995039088,40.7498315158
1443721,-74.0006707132,40.7462964665
1443771,-73.997012378,40.7475159981
1443937,-73.9886477417,40.7568365848
1443982,-73.986454213,40.7542001978
1433239,-73.9729242634,40.7600547036
1013001,-73.9459305065,40.8078695419
3013032,-73.9918993393,40.6896297806
3523021,-73.9636395491,40.6756696962
1433337,-73.9734180842,40.7560799501
1453325,-73.9982192214,40.7407325249
1453178,-73.9962745227,40.7395683765
1453217,-74.0010340165,40.7390441063
1453201,-73.9861214344,40.7329283317
1453010,-73.9928514046,40.7419928412
1453185,-74.0025695637,40.7414453991
1023040,-73.988669535,40.722319078
1503035,-73.9554506215,40.8126075163
1453340,-74.0007261448,40.7420277474
1403133,-73.9927948594,40.7685998328
1453243,-73.9849518732,40.7365539349
1433295,-73.9788161097,40.754254586
1453197,-73.9928109117,40.7366076085
1393018,-73.9873462202,40.7756744176
1433241,-73.9725328039,40.7598893476
1433837,-73.9777226677,40.7654842101
1433308,-73.9765374427,40.754229086
1453265,-73.986870894,40.7392928211
1443061,-73.9770496001,40.7478065716
1348088,-73.9529878593,40.7918360875
1443323,-73.9855140819,40.7527205682
1443483,-73.9845300595,40.7435748459
1443305,-73.988724322,40.7537655604
1443311,-73.9898834702,40.7518380944
1443534,-73.9899136933,40.7441166037
1453180,-73.9970396626,40.739996534
1453012,-73.9919681245,40.7417295269
1433370,-73.976815098,40.7600623602
1433795,-73.9864973261,40.7608743416
1453023,-73.9872720922,40.7397499718
1453143,-73.9898087348,40.7376173444
3383109,-73.9184786367,40.6297955308
3513013,-73.9843740933,40.6180428072
3493074,-73.995981382,40.6314102201
3403090,-73.9505150099,40.6640171116
3413067,-73.9781027372,40.6119375061
1218153,-73.9755538702,40.7891995635
1023038,-73.9891498971,40.7211863752
1393016,-73.9897649042,40.7723581025
1433835,-73.9791241698,40.7660769501
1433872,-73.9684403444,40.757251791
1068258,-73.9269082216,40.8647883689
1208018,-73.9563006002,40.7754495439
4463047,-73.8322300899,40.6997060599
1068271,-73.9262531659,40.860951765
1348109,-73.9544481387,40.7890078691
1218174,-73.9667707204,40.803793574
1208031,-73.9525948145,40.7805319551
1453059,-73.9951469273,40.7422625221
1453065,-73.995287744,40.7415553265
1503031,-73.949947929,40.808815196
1043021,-73.977137677,40.7435796627
4383116,-73.8135541222,40.7889475085
4233057,-73.9268149179,40.7628644996
4122435,-73.8910907768,40.747327596
4081959,-73.799195461,40.7084035292
4152045,-73.942033152,40.746794097
1433793,-73.9871366432,40.7602128537
1443280,-73.9918010756,40.7542713165
1208022,-73.9553865004,40.7766985464
1443180,-73.9851265849,40.7494985855
4233102,-73.9252860782,40.7686582575
1264978,-73.9608570716,40.76521067
2133013,-73.8898517154,40.8541222328
4483145,-73.8195623831,40.6743992673
4183016,-73.9149009872,40.7757186169
3193081,-73.9140188186,40.6850099807
4333143,-73.730491107,40.7609902434
4343162,-73.9226369378,40.7529019165
1433319,-73.977620633,40.7554926962
1263078,-73.9439589555,40.7883650574
1043075,-73.9812183001,40.7308579189
1433704,-73.9709366857,40.7513701814
1483038,-74.0087823976,40.7071171296
1483092,-74.0066790176,40.7065675196
1483103,-74.0078916231,40.7040784003
1433009,-73.9832515118,40.7586886166
1433008,-73.982790441,40.7642148069
3403110,-73.9498024708,40.6765257275
3403089,-73.9500639145,40.6640464446
4181670,-73.9093920318,40.7754786525
4383115,-73.8120398853,40.7892998128
1228426,-73.953776426,40.8211303417
1208007,-73.9592807474,40.771361113
1228461,-73.941344371,40.8382339831
1228466,-73.9434216144,40.8363444475
1238236,-73.9227006291,40.8672547754
4233081,-73.9191751543,40.7656159022
1264951,-73.9545887928,40.7738041838
1264906,-73.9497429394,40.7765653739
1058304,-73.9332550677,40.8482553279
1058331,-73.9322043336,40.8518455771
1058310,-73.9326707135,40.8484002242
1058393,-73.936703425,40.8495639657
1058373,-73.9388434302,40.8442638701
1068268,-73.9260782847,40.8612000011
1109655,-73.9441824967,40.8149300885
1228478,-73.9486003427,40.8292496577
1369634,-73.9470468681,40.8249059783
1409953,-73.9899516749,40.761912527
1433713,-73.9706718141,40.7561407251
1433901,-73.9717496401,40.7637820768
2013006,-73.9028774283,40.8626217416
2013004,-73.9034798244,40.8624190082
2013016,-73.9031978857,40.8584822523
2013030,-73.8988917715,40.8632438614
2013090,-73.8949307064,40.8605636289
2013064,-73.9013630153,40.8548315792
2013055,-73.8992450014,40.8590692136
2013114,-73.88724332,40.8594037755
2013034,-73.9005262467,40.8621849917
2053019,-73.8865518739,40.8430700497
2063011,-73.8504371354,40.8275864861
2063023,-73.8514094045,40.8338017864
2063038,-73.8471043459,40.8371491483
2093008,-73.8675641987,40.8554610495
2093023,-73.868231396,40.8544836505
2093031,-73.8666255048,40.854712106
2093011,-73.8639247159,40.8546789152
2262701,-73.902712959,40.8778101367
2093053,-73.85769504,40.8626853088
3029752,-73.9786127822,40.6842072179
3029748,-73.9793558862,40.6826029042
1218161,-73.9708306934,40.7956844632
2323222,-73.8515347123,40.8506816156
1058323,-73.9329847344,40.8501704466
1058352,-73.9367784012,40.8488175934
1058415,-73.9413344023,40.8416688769
1068266,-73.9251288948,40.8620153302
1068249,-73.9245208248,40.8666026348
1109645,-73.9422799468,40.8169686587
1218203,-73.9698685917,40.7975737847
1218182,-73.9621660775,40.8100975615
1228450,-73.9443881226,40.8344449785
2313019,-73.8313558875,40.848012453
2262782,-73.9070304719,40.8773831264
2253203,-73.899873419,40.8679100794
1238216,-73.9204333941,40.8663297176
2243155,-73.9039016464,40.9079981434
2262712,-73.902441722,40.8815289751
2262751,-73.9015788291,40.8858599586
3051344,-73.9619252277,40.6082963525
1228442,-73.9495495129,40.8273792162
2233051,-73.8628322457,40.8712827155
2233043,-73.8671584065,40.8674714701
2233026,-73.862505123,40.865850531
2203049,-73.880115938,40.8282688015
2233009,-73.868436451,40.8651467352
1348100,-73.9550133305,40.7888078602
1074866,-73.9633824447,40.7643416584
1208010,-73.9586427871,40.7726299405
1334831,-73.9532967819,40.7673028416
1389717,-73.9615198012,40.8063537331
1389713,-73.9605340328,40.8098066695
3029747,-73.9789301102,40.6787918866
3043175,-73.945509913,40.6200463912
3043201,-73.9489887931,40.6409739739
2262729,-73.8975223802,40.8915317461
3033012,-73.9132064929,40.6693722542
3043057,-73.9499492281,40.6341186284
3113026,-73.9888865912,40.63803508
3333023,-73.9392868123,40.6250456271
3403054,-73.9495732233,40.6789637889
3179397,-73.9750526162,40.6749360896
3113030,-73.9865079454,40.6403251685
3383021,-73.8973406086,40.6374320258
3383080,-73.9070439267,40.6396621024
3383094,-73.913695477,40.6351196126
3223033,-73.9538858685,40.7287463974
2173061,-73.8561065727,40.8355791175
3343005,-73.9553524464,40.5880056915
3283026,-73.9572602785,40.7033911044
3283052,-73.961806502,40.707640457
3413031,-73.9687494874,40.6093693243
3383073,-73.9015415805,40.6441318879
3223024,-73.9542750327,40.7308136162
3313012,-73.9567553143,40.6184328846
3283009,-73.9591433715,40.7164490179
3463008,-74.0083590624,40.6195051714
3313044,-73.9577288427,40.6185062411
3313025,-73.9558930258,40.620843365
3503010,-73.9770825788,40.6438674385
3569922,-73.9540676063,40.632039755
3573025,-73.9402213984,40.5910441905
3593011,-73.9358069313,40.6416693856
2093001,-73.8673598469,40.8489774985
3403087,-73.9508507267,40.6634836457
3403080,-73.9509321414,40.6627334135
3403035,-73.9536655815,40.6806503578
3333009,-73.931602297,40.6184582709
3383012,-73.8868837758,40.6533415579
3343040,-73.9470127303,40.583838471
3383091,-73.9131369913,40.6352561449
3383127,-73.919193503,40.6315674885
3383124,-73.9189935981,40.6368947481
3383044,-73.8969771683,40.6378270972
3223018,-73.9521832709,40.7263475486
3223008,-73.9514938433,40.7248919105
3103007,-73.9906590601,40.6187651318
3463041,-74.0100104149,40.6116063422
3283043,-73.9578032563,40.7112757461
3283037,-73.959454745,40.7086872174
3503002,-73.9691026,40.6471390039
3313029,-73.9571756772,40.6185730585
3573015,-73.9416474349,40.59868295
3413018,-73.9628547063,40.6131878125
3593027,-73.9274430117,40.6253004869
3373015,-73.9214313817,40.663559943
3543006,-73.9721831974,40.5971540444
3493088,-73.995236765,40.6351404015
3602965,-73.9682852338,40.6379454618
3602920,-73.9780676887,40.6361734929
3463038,-74.0072245416,40.620093371
3503041,-73.9787032392,40.6429109296
3569935,-73.9519822045,40.6330900829
3569932,-73.9524280089,40.6309753272
3593018,-73.9276712179,40.6253022823
4043041,-73.8356174003,40.7177749737
3413033,-73.9707190263,40.6091516897
1068277,-73.9256811973,40.8632444608
4072258,-73.9137846213,40.7632587006
4072239,-73.9166667736,40.7611846545
4072186,-73.9184304679,40.7584043773
3543078,-73.9681713089,40.5908333509
4081934,-73.8054092901,40.7042978897
4081822,-73.8131525428,40.7046643846
3433009,-73.916135566,40.6550272979
4061159,-73.8223599876,40.7573327859
4122406,-73.8887726608,40.747343092
3631587,-73.9720852575,40.5799417046
4152147,-73.953178079,40.7448015405
4072228,-73.9169429354,40.7580763112
4152036,-73.9338499178,40.7462421555
4152117,-73.9520205634,40.7427661338
4122318,-73.8792652626,40.7478639559
4152016,-73.94256382,40.7435898438
1058286,-73.9406587681,40.8395528645
4061139,-73.8266574026,40.7712744184
4072212,-73.9185533602,40.758696001
3623013,-73.8629891702,40.6794997673
4081951,-73.7988566185,40.7044093313
4081916,-73.8085930484,40.7050747412
4081855,-73.7970988791,40.7088205961
1264961,-73.9573344828,40.7703880317
4122366,-73.8768830679,40.7502948868
4152044,-73.9417866875,40.7464324671
4152064,-73.9467877814,40.7452774613
4152089,-73.934343797,40.7534048757
4181661,-73.9132937843,40.7745877665
4173031,-73.8605128679,40.7288246552
4173014,-73.8634993173,40.728702044
4193056,-73.8563842728,40.7436887113
4221285,-73.8686898382,40.7484895263
4193019,-73.861838808,40.7502542695
4193014,-73.8635264896,40.7516106664
4233115,-73.9227281588,40.7675840549
4233109,-73.9186334658,40.7655405494
4233021,-73.9287826984,40.7579399071
4193005,-73.8632541888,40.7498631573
4221251,-73.8698142722,40.7496739384
4221261,-73.870136416,40.7505128847
4361762,-73.8879366735,40.7014001224
4353030,-73.8917947906,40.7279317293
4353024,-73.8944701755,40.7260478322
4081848,-73.8003161783,40.708315278
4152062,-73.9476191411,40.7475930646
4522522,-73.8552517153,40.711209895
2013002,-73.9112157688,40.8615744866
3179380,-73.9768794428,40.6726518429
3113019,-73.9929450539,40.6341370659
3113047,-73.9878229914,40.6388689165
3283023,-73.9584424814,40.7044537467
3423025,-74.028878157,40.6290050052
3403059,-73.9502107785,40.6737353799
1043024,-73.9775522659,40.7429531841
1023037,-73.9893817105,40.7207277744
1023094,-73.9846904274,40.7199202995
1023061,-73.9888426987,40.7185867246
3383033,-73.8973527006,40.637053062
3343014,-73.9532505554,40.5874957221
3383063,-73.8996436656,40.6428631075
3193043,-73.9402321804,40.6997073002
3313002,-73.9624165896,40.6176858479
3153035,-73.9662217593,40.6308043841
4043033,-73.8329794726,40.7160246084
3602937,-73.9766871177,40.6310527161
3623025,-73.8654803578,40.6792269932
3503018,-73.9785125915,40.643111345
3353021,-73.9672844856,40.693236428
3623026,-73.8652668865,40.6787059393
4152009,-73.9394945046,40.7438473175
4081866,-73.8034235662,40.7083241213
4212914,-73.7675487976,40.7563402992
1023128,-73.9911597098,40.7164057167
1023176,-73.9929416034,40.7137539881
1023048,-73.9883127917,40.7219683731
4193032,-73.8615098405,40.749620446
3123043,-74.0107112936,40.644486043
5043003,-74.1143986484,40.629097911
3123033,-74.0136056716,40.6420393135
3149826,-73.9891255174,40.6659190902
3123093,-74.0051627364,40.6396236315
3113085,-73.985518203,40.6380106576
3113035,-73.9855035226,40.6411112601
3333055,-73.9287817043,40.6151510605
1023053,-73.9876540202,40.7215569273
1023067,-73.9878166159,40.7190975617
1133020,-73.9854441088,40.7232897086
1133038,-73.983543914,40.7308039489
4152134,-73.9535987601,40.7444748169
4072242,-73.9184318129,40.7623067437
4081882,-73.7895339462,40.7120663507
1133073,-73.9798370464,40.7353072167
1133028,-73.9805339668,40.7300314474
1133032,-73.984881988,40.7279831541
1133054,-73.986517935,40.7265016762
1133066,-73.9802952788,40.7342794428
4122427,-73.8935003868,40.7476405998
4152146,-73.9537105205,40.7449030195
4361753,-73.870387061,40.7028403323
1133081,-73.9819151521,40.7327533672
4451787,-73.8573634078,40.732532938
5053309,-74.0913064012,40.5863756391
5043058,-74.110732815,40.6347841615
5043020,-74.1031795579,40.6308104052
5033014,-74.0756513697,40.6272181052
5013001,-74.1363210309,40.6335414562
1043040,-73.9797517188,40.7399303617
1033007,-73.9776258982,40.778598496
3013033,-73.9930631091,40.6899672141
1043061,-73.9822863623,40.7353073611
1043112,-73.9888529837,40.7275883152
1173008,-73.983866157,40.7695557486
1403089,-73.9835032997,40.7707806573
4361749,-73.8823329674,40.7017688922
2162835,-73.8352980272,40.8384789883
1228468,-73.9444156855,40.834980033
1264894,-73.9520177765,40.7734524131
1058316,-73.931849837,40.8495209548
1264975,-73.9603779652,40.7658643622
2043001,-73.9191111979,40.8379107087
2021616,-73.9163433576,40.817347921
3063074,-73.9373633164,40.6008655066
3063157,-73.946751033,40.6001112704
3063077,-73.9343309096,40.6012293638
3063190,-73.9431431861,40.6050934761
1058345,-73.9341148003,40.8495577671
1068280,-73.9251432258,40.8639863788
1348095,-73.954168641,40.7902163383
3071382,-74.0027036478,40.6019906356
1228432,-73.9514125686,40.824826139
1348091,-73.9526984168,40.791981761
2173038,-73.8560882448,40.8422537327
2173007,-73.8581450029,40.8334166162
1074868,-73.9639813886,40.7649218394
1389698,-73.9605806287,40.8073056882
4211718,-73.7561967255,40.7491535844
1043030,-73.9784732942,40.7417185614
1133043,-73.9847586088,40.7289594118
1133086,-73.9762333179,40.7402463573
1334836,-73.9553750533,40.7647888125
1503002,-73.9364558534,40.80262899
1443618,-73.9832672444,40.7442358539
2083001,-73.8659846179,40.8776184984
1453024,-73.9873832035,40.7396988099
1453144,-73.9896160674,40.737630553
1433264,-73.973732396,40.7612230019
1433371,-73.9775501029,40.7594529505
1433801,-73.9788127957,40.7583445313
1433915,-73.9688610202,40.7632749166
1043070,-73.9839405159,40.7318418606
1453250,-73.9876134918,40.7356735374
1433180,-73.9777264939,40.7562496814
4513005,-73.8165164339,40.7339408518
1353027,-74.0033625034,40.7441976276
1143005,-73.9941989312,40.7312825443
1443290,-73.9869090715,40.7545389287
1443300,-73.9877498794,40.7551085575
1403094,-73.984835662,40.7689585448
1443370,-73.9832964022,40.7453669188
1443529,-73.9918545845,40.7449322246
1443702,-73.9813540692,40.7406065962
1443733,-73.978735747,40.7446820504
1443797,-73.9818349771,40.7440478956
1443995,-73.9813815658,40.7520640064
1433163,-73.9842493705,40.7595675095
1433186,-73.9771905423,40.756949088
1433753,-73.9748236722,40.7563352034
1433806,-73.9850695308,40.7627209748
1433278,-73.9690370113,40.7600590932
1143034,-74.0020902665,40.7346567143
1443016,-73.989860837,40.7547138857
1443237,-73.9957388024,40.7523282133
1403084,-73.9881102033,40.7690188469
1443386,-73.9945056084,40.7500934137
1443492,-73.984049175,40.7424606516
1443544,-73.9844012645,40.7418982072
1443582,-73.9853446207,40.7406826717
1443923,-73.9800683293,40.7532191003
1453255,-73.9851710397,40.7375659989
1433013,-73.9805640324,40.7583700173
1433135,-73.9832608084,40.7570527318
1433743,-73.9704012058,40.7617772525
1433852,-73.9718670103,40.7537833786
4283151,-73.7880466627,40.7638395817
1442540,-73.976384315,40.749149307
1443138,-73.9886541453,40.7517859991
1403038,-73.9894950586,40.7596713898
1443557,-73.9929427895,40.7446907427
1453004,-73.9950478134,40.74292244
1453101,-73.9895472159,40.7383644667
1453189,-73.988356692,40.7354752646
1453269,-73.9880648372,40.7380456402
1433238,-73.9734676318,40.7602864479
1433871,-73.9677999249,40.7569824888
4053014,-73.8412697853,40.7187952416
4513009,-73.8203622875,40.7343354061
1453296,-73.9926232774,40.7375241828
4072264,-73.9141015546,40.7637040604
1109650,-73.9395998359,40.8212024484
1369640,-73.9396099895,40.8363506308
1238224,-73.9196223375,40.8653659873
1058355,-73.9360819894,40.849448198
1228490,-73.9540863919,40.8217474846
1264958,-73.9561307432,40.7716893139
4151989,-73.9344541754,40.74299502
4152026,-73.943337253,40.7431691912
4152120,-73.9496342646,40.7447663295
4152078,-73.9367102174,40.7504695206
1149982,-74.0017360357,40.7315295589
1329995,-74.0045144599,40.7336746381
4181662,-73.9131445107,40.7746348918
3051319,-73.9631558947,40.6068741004
4081939,-73.8033538292,40.7046356416
4081923,-73.8079852155,40.7048799717
4081906,-73.8096401592,40.7047013768
4081838,-73.8090788531,40.7062554135
4233104,-73.9224970952,40.7673501586
5053324,-74.1472521269,40.5406581142
5053337,-74.126898687,40.5650144315
5053319,-74.1508176138,40.5511754722
4173007,-73.8647066073,40.7305654238
4233160,-73.9310180544,40.765789199
4233151,-73.9196115577,40.7662686913
4233097,-73.9208412827,40.7662856005
4233065,-73.9262707521,40.760723561
4353011,-73.8974207014,40.7247146591
4221274,-73.8692460611,40.7473967766
3043077,-73.9564665042,40.6414679989
3063136,-73.9536569755,40.5994160147
3063053,-73.9605137306,40.5983190769
4211722,-73.7459370215,40.7358103776
3333018,-73.9357967404,40.6217461812
3403074,-73.9503783233,40.6703829606
3333116,-73.9174229064,40.6199395164
3333068,-73.9201298816,40.6073674539
3113010,-73.9906953115,40.6364888588
3113025,-73.9894885698,40.6374548873
3383028,-73.8991223978,40.6361215702
3383005,-73.8875621015,40.6539524878
3383089,-73.9137756828,40.6348385342
3383052,-73.8981257737,40.6365180026
3193013,-73.9428173021,40.7029805721
3493019,-74.0050196748,40.6156345911
3223021,-73.9534306282,40.7285279498
3223031,-73.9536822404,40.7279523308
3103056,-73.9815217178,40.6278958427
3103035,-73.9921394122,40.6204161407
3413078,-73.9805306919,40.6129900291
3602932,-73.9739505118,40.6323438274
3313018,-73.9623531103,40.6178136398
3463014,-74.0099494166,40.6177806983
3283032,-73.9608114627,40.7086683956
3503034,-73.9784113766,40.6434259383
3569918,-73.950756645,40.6323186687
3593005,-73.9348240668,40.6418570276
2173027,-73.8588209967,40.8393846916
2262733,-73.8984297277,40.8905800873
2093016,-73.8654224049,40.8545025061
3513008,-73.986585389,40.6157313705
2233020,-73.868689594,40.8654846246
5043029,-74.1093909603,40.6301986709
1409958,-73.9921337178,40.7589154337
3033018,-73.9187094956,40.6685597008
3013018,-73.9798282899,40.684891266
4072181,-73.9198478549,40.756136049
1433699,-73.9686518145,40.7544983918
1433002,-73.9821301307,40.7613770335
1023036,-73.9898289344,40.7198561773
1043035,-73.9787603106,40.740630097
1113008,-74.0125053224,40.7178757091
1133024,-73.982691918,40.7270701756
1173003,-73.9741449376,40.7648999677
1173013,-73.9820366014,40.7658068738
3051337,-73.9622559739,40.6077513056
3523010,-73.9632702517,40.6747976048
4152053,-73.944359353,40.7464341654
2013126,-73.8844948485,40.8583518054
2313045,-73.8317307835,40.8473497572
3043028,-73.9582103076,40.6468541346
3103051,-73.9920892142,40.6166232598
3103061,-73.9817489005,40.6274422926
3033036,-73.9080129446,40.6687329821
1228439,-73.9489666199,40.8258982445
2203052,-73.8811706252,40.8287308669
3123127,-74.0127067225,40.6360075283
3123051,-74.012285692,40.6436096238
3123129,-74.0092328948,40.6353732838
3153040,-73.9636924977,40.6353978231
3153027,-73.9644490771,40.6224586777
3149789,-73.9875041167,40.6672777903
3149796,-73.9864371854,40.6688858211
3283012,-73.9635040374,40.7104292684
3123111,-74.0053433932,40.639639349
3123019,-74.0048405828,40.6504633592
3123139,-74.0079675562,40.6373618142
3153068,-73.9631497246,40.624733477
4033001,-73.8089210318,40.7020484764
4081877,-73.7854111099,40.7126101163
4122297,-73.8862084966,40.7473347763
4152048,-73.9398818715,40.7479317361
4122361,-73.875683486,40.7488996613
5023029,-74.0780593779,40.6443893174
5033001,-74.0764614125,40.6281443008
5063007,-74.1231889436,40.61298576
5053268,-74.113446131,40.5727046782
3123029,-74.0113073045,40.6442501078
1208057,-73.9438942553,40.7924439349
3063020,-73.9607860033,40.5893609764
2063031,-73.8524448497,40.8340270024
2093038,-73.8682156198,40.8565842485
3013637,-73.983116514,40.6886879664
3013594,-73.9824237351,40.6865154134
3043192,-73.9487647769,40.6440296395
3043151,-73.9471891916,40.6266750242
3013625,-73.9906194297,40.6893903044
3013556,-73.9922625757,40.6934285686
3063069,-73.9442538817,40.6001073892
3063180,-73.9426433256,40.607394633
3091413,-74.0282592261,40.6232972036
3091464,-74.0259431299,40.6223662452
3091515,-74.0245750057,40.6201880726
1294846,-73.9463078879,40.7768718063
4061127,-73.8288834608,40.7571848784
4233083,-73.9212061935,40.762970921
4233002,-73.9363920191,40.7596176793
3473004,-73.9547842507,40.7328294477
5043021,-74.1019199257,40.630960608
1433736,-73.9754023112,40.7549189345
1453313,-73.9936261631,40.7419616661
1403121,-73.9898451737,40.7675154214
1083005,-73.9803776424,40.7779846757
3113082,-73.9872775987,40.6363227054
1294853,-73.9488026509,40.7737957266
3013040,-73.9911886474,40.6892110275
1443420,-73.9830083166,40.7436350672
1264912,-73.9480417312,40.7785038415
1403150,-74.0005335353,40.7609496295
1058314,-73.9325593036,40.8483123485
1453045,-73.9909167034,40.7403763594
3433004,-73.9156986827,40.6554608811
1133033,-73.984514732,40.7284897234
1443010,-73.9867202501,40.7535087352
3393013,-73.9423098067,40.6688410916
1433019,-73.9806231456,40.7582885135
4152119,-73.9492094342,40.7446852081
4152028,-73.9327574146,40.7463199759
1443726,-73.979265709,40.7436735191
3493011,-73.9992405108,40.6185794577
1443219,-73.9867739491,40.7484543704
1068276,-73.9254431101,40.8628757592
4081824,-73.8109639759,40.705287249
4512441,-73.8251620385,40.732749271
4173028,-73.8599814057,40.7289978752
4173004,-73.8672351841,40.731873947
3413009,-73.9633479755,40.614466066
3573030,-73.9399976689,40.5913462976
3253005,-73.9821370365,40.5742135237
1133046,-73.9852018389,40.728277843
3113053,-73.9894119572,40.6380005622
2073051,-73.882279977,40.8816593338
1023180,-73.9897462297,40.715358606
4081957,-73.7978846306,40.7063243013
1238228,-73.9168867702,40.8691412662
2103019,-73.9014180331,40.8470985432
2243006,-73.9074502158,40.8864293938
1238220,-73.9193679781,40.8640545041
1228463,-73.9421856572,40.83803384
4053026,-73.8477290784,40.7211825965
1433362,-73.9739752626,40.7554942131
3493049,-73.9950170294,40.6400471046
1023045,-73.9892462762,40.7201427367
1294857,-73.9509386212,40.7708654136
5053315,-74.1509666568,40.5503750657
4013024,-73.92062132,40.7451033379
4013070,-73.9160669601,40.7423263065
5063001,-74.1369949424,40.6120498246
2013069,-73.8987467367,40.8584748874
3071391,-74.0005820428,40.6008713601
